1823	6237
1823	9813
1834	2556
1836	7042
1855	7391
1857	2047
1857	7626
1857	9225
1860	6859
1861	5759
1867	2676
1867	3866
1870	2272
1870	2924
1870	3708
1870	4454
1871	3527
1871	5333
1876	2429
1876	3722
1883	3280
1883	4146
1884	2598
1884	2940
1884	3527
1884	4192
1884	7919
1888	3133
1917	2639
1917	5632
1921	4487
1921	5127
1938	7145
1947	2292
1959	9647
1961	2218
1961	8754
1968	3003
1968	8873
1969	7010
1969	9040
1969	9143
1971	3840
1987	8841
1987	8879
1991	3682
1998	2042
1998	8820
2013	4177
2017	5215
2023	4663
2024	2941
2024	5071
2024	7558
2032	5908
2032	8026
2042	4224
2042	8820
2047	7626
2047	9225
2051	7795
2053	4488
2073	2624
2073	3218
2073	4162
2074	2626
2074	3216
2074	3633
2074	4161
2074	6696
2081	7411
2084	3893
2084	5820
2084	8205
2084	9673
2085	8205
2086	2397
2086	3603
2086	4078
2087	3605
2087	8220
2087	9303
2090	9466
2100	9620
2122	8753
2146	5421
2149	6241
2149	6717
2159	3666
2173	7005
2174	2807
2174	6148
2184	5643
2215	4248
2215	5463
2215	7093
2215	7896
2215	7980
2215	8303
2215	8761
2218	8754
2239	4859
2239	9516
2241	5632
2241	7696
2251	8980
2254	4049
2254	7696
2256	7666
2264	2963
2264	3111
2264	9081
2265	3337
2265	8791
2270	7702
2272	2924
2272	3412
2272	3708
2272	4454
2273	4712
2274	6776
2280	5245
2287	6819
2287	8466
2290	7860
2297	9518
2314	9582
2318	9043
2319	7206
2319	7919
2320	3649
2320	6616
2320	6837
2324	8060
2335	3084
2337	8691
2350	3528
2350	4765
2351	6246
2352	4765
2352	4767
2374	3148
2383	4189
2389	6849
2392	4248
2396	7419
2397	2805
2397	3603
2397	4078
2398	8221
2404	6830
2412	2723
2412	4337
2422	5480
2422	9165
2422	9814
2427	3566
2429	3722
2429	7098
2430	3182
2430	4544
2430	5186
2430	5898
2430	8513
2431	9068
2445	4733
2445	9691
2446	7155
2462	4067
2463	8040
2464	7352
2468	5888
2471	3835
2493	5587
2493	5759
2514	8786
2515	4189
2518	7792
2522	9689
2548	6967
2555	5719
2556	6136
2556	7351
2562	3021
2562	6553
2565	4117
2569	5537
2570	2806
2573	6148
2573	9776
2574	6121
2574	9231
2574	9672
2574	9812
2578	5589
2585	5806
2589	5157
2593	2771
2598	3346
2598	3527
2598	4192
2598	7919
2600	8106
2612	6155
2623	5101
2624	3218
2624	4162
2626	3216
2626	3633
2626	4161
2626	6696
2627	2856
2628	2856
2628	6136
2634	5279
2645	7738
2645	8148
2646	7738
2646	8148
2648	3340
2648	5999
2648	7617
2648	7740
2648	7910
2655	8268
2656	4781
2676	3866
2688	7568
2689	6786
2689	8140
2690	9512
2693	6208
2693	7417
2697	7697
2697	9515
2715	4722
2719	7736
2745	8580
2779	3292
2779	5999
2779	6497
2779	7482
2779	8259
2779	9684
2781	4592
2781	6799
2781	8940
2781	9477
2787	8106
2798	5707
2800	5480
2802	3878
2804	3878
2807	6148
2812	3133
2812	5997
2815	3961
2815	4522
2820	8648
2833	3809
2857	6137
2865	4369
2867	8642
2878	3028
2878	5071
2882	4190
2882	6252
2889	9466
2892	5640
2904	5122
2907	3022
2907	7696
2908	4238
2908	9174
2917	3957
2924	3149
2924	3708
2924	4454
2924	5746
2924	6717
2925	4094
2926	5073
2926	8951
2926	9040
2926	9813
2935	6523
2935	7533
2941	8332
2941	9518
2958	5776
2963	3528
2963	7673
2963	9081
2965	8570
2996	9619
3000	3420
3000	6396
3014	3172
3020	7482
3021	6553
3028	5071
3037	7641
3037	9707
3045	9007
3046	3733
3047	6796
3063	9176
3072	9232
3081	6085
3081	7407
3081	8440
3083	3439
3083	4048
3083	6561
3083	6782
3083	7906
3083	8406
3098	3818
3110	3187
3110	6810
3110	8536
3110	9518
3111	8787
3120	8428
3121	8207
3127	5462
3127	6386
3127	6639
3127	8595
3128	6386
3131	3150
3131	6616
3131	6837
3133	5997
3139	4071
3140	8070
3141	5995
3149	8753
3149	9497
3151	7304
3165	3469
3165	4353
3165	5662
3165	9365
3176	7287
3182	5898
3187	3202
3187	4198
3187	6318
3187	9403
3188	5356
3188	6877
3188	6878
3195	9044
3197	9046
3202	6876
3214	8726
3216	3633
3216	4161
3216	6696
3217	8784
3218	4162
3245	3405
3245	7875
3251	6536
3261	7997
3276	7617
3278	3613
3278	3662
3278	7909
3278	7911
3278	8055
3278	8254
3278	8278
3279	8106
3292	5999
3292	7482
3292	9684
3295	9478
3296	4189
3296	4487
3303	3439
3303	5670
3308	3440
3308	7871
3314	9683
3337	8791
3340	5999
3340	7617
3340	7627
3340	7910
3342	3494
3342	4175
3342	8812
3352	8646
3395	5690
3403	4895
3403	7627
3405	5248
3405	6236
3405	7875
3405	7939
3412	4095
3418	4851
3418	7745
3418	8245
3420	5958
3425	6074
3439	4545
3439	8834
3447	6381
3453	3745
3453	4416
3453	7303
3461	8877
3469	4353
3469	5662
3469	9365
3481	8019
3481	8320
3481	8827
3488	8608
3507	5456
3510	7477
3527	4192
3527	7919
3537	7737
3543	3814
3553	5618
3555	7199
3572	9559
3579	7293
3579	8238
3603	4078
3605	8220
3605	9303
3606	3642
3606	4617
3613	3662
3613	6472
3613	6782
3613	6986
3613	7909
3613	7911
3613	8055
3613	8214
3613	8254
3613	8278
3613	9225
3633	4161
3633	6696
3637	6706
3641	9497
3642	4617
3646	6308
3662	7909
3662	7911
3662	8055
3662	8254
3662	8278
3679	4475
3704	5357
3704	9167
3704	9180
3708	4454
3714	4048
3715	7093
3716	8375
3721	4729
3723	6075
3723	7840
3723	9802
3727	8323
3733	5308
3733	6002
3733	7687
3733	9159
3736	5749
3745	4416
3745	7303
3750	5548
3750	7153
3757	5468
3757	9519
3759	4248
3813	4184
3813	7791
3815	5999
3835	8690
3863	9462
3869	4639
3884	9053
3893	5820
3893	6787
3893	8571
3893	9673
3896	4601
3897	4602
3904	8245
3911	5530
3912	3961
3912	4616
3912	6067
3912	6069
3924	7426
3925	7001
3925	8489
3939	6023
3945	7513
3945	9657
3960	6068
3961	4522
3961	4616
3971	6984
3971	9245
3972	4286
3973	7412
3996	5263
3996	6303
3998	4198
3998	4818
4000	7697
4000	7981
4000	8660
4023	9308
4036	5167
4036	5241
4043	6057
4047	9698
4048	4238
4048	6453
4048	6514
4048	6782
4048	7626
4048	7906
4048	8055
4048	8124
4048	8333
4049	4487
4049	7153
4049	7908
4049	8812
4054	4409
4054	5328
4060	8353
4071	5531
4071	8938
4071	9068
4071	9202
4076	8221
4077	9191
4095	5875
4095	6236
4095	6538
4095	7939
4095	8390
4095	9793
4103	6514
4111	6365
4115	5867
4115	6250
4125	7810
4135	4408
4135	8018
4142	6520
4154	8849
4161	6696
4174	6926
4175	7696
4175	8801
4175	9554
4184	7791
4187	6604
4188	4481
4188	7642
4189	6428
4190	6252
4192	7919
4192	9492
4198	4818
4198	9403
4204	7718
4221	5618
4221	7617
4227	7469
4237	7153
4238	5205
4238	6453
4238	9668
4251	6618
4254	7664
4258	7397
4261	4915
4264	8962
4268	6312
4268	7761
4272	8627
4280	7620
4280	8753
4283	5323
4286	5562
4291	8219
4309	5894
4333	4829
4353	5662
4353	9365
4355	8498
4366	7959
4368	7041
4378	4906
4392	8145
4408	4714
4408	8018
4409	5328
4414	5032
4416	7303
4418	7857
4443	5283
4455	5073
4455	8951
4455	9040
4487	6496
4496	8972
4496	8973
4506	9694
4509	8883
4532	7290
4533	4775
4533	8374
4544	5186
4544	5480
4544	6931
4544	8513
4545	5670
4572	4871
4572	5549
4575	8955
4575	8966
4592	9477
4617	5995
4638	7545
4638	7695
4638	7896
4652	5979
4675	5875
4688	5169
4717	6837
4733	9691
4739	6514
4748	9113
4748	9729
4757	9517
4766	9029
4792	8466
4794	9053
4805	8497
4806	7754
4817	6365
4829	7634
4829	8832
4852	7010
4852	9040
4860	5066
4864	6114
4870	6015
4870	7203
4870	8088
4870	8423
4871	5549
4872	4878
4890	7775
4895	7627
4904	7153
4905	5501
4927	5566
4927	7697
4927	8017
4927	8753
4944	6717
4971	7729
4975	6498
4984	6772
4984	8130
5013	5957
5014	5481
5014	6930
5046	6582
5047	7433
5047	8680
5064	7697
5071	5821
5071	6237
5071	9813
5073	8951
5074	8950
5080	8321
5085	5323
5085	7531
5110	7197
5110	7198
5110	8573
5112	7197
5112	7198
5113	9818
5130	5344
5130	6002
5157	9572
5167	5241
5179	8135
5183	8465
5186	5573
5186	8513
5199	8723
5201	5463
5207	8297
5219	8451
5219	8452
5219	8453
5236	8500
5236	8933
5263	6303
5266	6306
5306	7486
5308	6002
5329	5942
5329	6428
5331	6114
5331	6841
5344	6002
5344	7508
5344	8769
5345	7667
5352	7981
5355	5802
5356	6877
5356	6878
5357	9167
5357	9180
5367	7015
5391	8020
5411	5568
5415	7124
5421	8467
5432	7919
5434	8467
5462	8595
5462	9346
5472	7255
5472	7696
5480	6931
5480	9753
5481	5842
5482	5549
5498	8396
5499	9067
5513	5787
5513	7176
5513	7982
5531	9202
5547	5874
5547	6273
5548	7153
5552	8307
5558	5753
5560	8311
5567	9080
5573	8268
5587	5759
5616	5996
5616	7620
5618	6781
5618	7617
5618	8279
5627	7797
5639	9163
5641	5714
5641	5952
5641	9592
5662	9365
5672	8681
5673	8681
5689	9749
5699	7736
5714	5952
5714	9592
5746	8421
5762	8745
5802	9672
5820	9229
5820	9673
5821	7505
5858	8542
5867	8187
5874	6273
5875	6236
5875	6538
5875	7155
5875	7939
5875	8390
5875	9793
5900	7857
5908	8026
5942	6428
5952	9592
5957	8909
5979	9091
5979	9207
5980	9474
5994	6668
5999	7482
5999	7617
5999	7740
5999	7910
5999	9684
6002	8594
6002	9697
6015	6155
6015	8088
6015	8423
6023	6197
6023	7161
6071	9725
6075	7840
6075	9802
6085	7407
6099	6847
6136	7351
6148	9776
6161	6659
6200	7180
6207	9734
6208	7417
6210	7858
6210	8303
6210	8404
6210	8995
6233	9613
6236	6316
6236	6538
6236	8390
6236	9793
6237	9813
6241	6717
6246	9555
6250	6318
6250	7043
6282	6670
6291	9673
6293	7017
6312	9169
6315	6707
6316	7155
6316	7939
6316	8245
6356	8258
6356	9801
6366	8421
6366	9492
6367	8419
6418	6828
6453	8214
6457	9018
6464	8303
6473	8099
6514	7697
6514	7931
6514	8333
6514	9736
6525	8380
6537	7457
6537	7872
6537	9363
6538	7939
6538	8390
6538	9793
6539	6718
6546	7750
6561	6782
6561	8214
6561	8283
6563	9063
6572	6985
6576	6966
6605	7044
6616	6837
6663	8812
6665	7572
6665	8245
6670	9698
6679	8051
6706	8292
6707	7405
6714	7153
6728	9361
6748	6770
6753	8884
6773	8557
6781	8279
6782	6986
6786	8140
6787	8571
6801	7696
6809	8511
6810	6852
6810	8536
6810	9518
6812	6927
6836	6929
6879	8754
6930	7218
6930	9487
6931	9057
6964	7068
6968	7657
6968	9655
6969	7513
6986	8214
7009	7716
7070	7805
7080	8311
7153	8556
7153	8812
7153	9187
7153	9188
7155	8563
7176	7982
7218	8353
7218	9487
7241	7697
7255	7696
7284	9321
7293	7793
7293	8955
7318	9202
7340	8451
7340	8452
7340	8453
7393	7421
7395	9202
7397	9629
7411	7568
7416	8769
7432	8660
7451	9684
7454	7988
7457	7872
7457	9363
7482	9684
7513	9657
7566	8513
7569	8205
7569	8207
7572	8245
7586	8918
7617	7740
7617	7910
7620	8753
7622	9657
7626	8055
7626	9225
7627	7740
7627	8411
7634	8832
7653	8106
7654	8753
7657	9655
7695	7896
7696	7860
7696	9158
7697	7981
7697	8170
7697	9225
7738	8148
7740	7910
7755	8969
7761	9169
7763	9388
7790	8915
7793	8238
7795	7953
7840	9802
7858	8303
7858	8995
7872	7919
7872	9363
7890	8266
7906	8214
7908	8776
7909	8055
7909	8254
7909	8278
7911	8055
7911	8254
7911	8278
7913	8295
7931	9736
7939	8390
7939	9793
7948	9587
7969	8369
7969	9441
8016	8752
8016	9690
8017	8753
8019	8320
8019	8827
8055	8214
8055	8254
8055	8278
8058	9491
8079	9245
8088	8423
8104	8829
8107	8526
8136	9631
8138	9263
8189	8974
8205	8313
8214	9668
8220	9303
8238	8955
8254	8278
8256	9226
8258	9801
8261	8655
8268	8834
8268	8835
8292	8812
8303	8995
8319	8556
8320	8827
8332	9518
8333	9376
8336	9647
8369	9441
8390	9793
8488	9062
8536	9518
8572	9202
8594	9697
8705	9735
8723	9690
8752	9690
8753	9497
8812	9332
8938	9068
8955	8966
9040	9813
9165	9814
9167	9180
9231	9672
9345	9736
9491	9672
2	257
2	456
2	496
2	3407
2	4392
2	7159
2	8145
6	420
6	583
6	838
6	1276
6	1399
6	1879
6	2098
6	2517
6	3858
6	4064
6	4172
6	6537
6	6561
6	6759
6	7104
6	7457
6	7789
6	7872
6	8283
6	9363
7	734
7	836
7	1270
7	2100
7	2515
7	2677
7	2716
7	3251
7	3774
7	4029
7	4065
7	4721
7	4904
7	5110
7	6134
7	6536
7	8229
7	8589
7	9477
7	9521
7	9620
8	1663
8	1815
8	4339
8	4366
8	5226
8	5698
8	7738
8	8767
10	2464
10	3135
10	5631
10	6830
10	8726
10	8980
10	9422
11	981
11	4781
11	5234
11	7762
11	9171
11	9202
13	8895
15	212
15	343
15	426
15	1176
15	1343
15	1672
15	2420
15	2525
15	2892
15	3460
15	3565
15	3723
15	4221
15	5640
15	6075
15	6129
15	6481
15	6930
15	6980
15	7293
15	7840
15	7948
15	8238
15	8276
15	8559
15	8955
15	9128
15	9164
15	9296
15	9487
15	9802
16	264
16	342
16	433
16	710
16	1362
16	1420
16	1874
16	2117
16	3060
16	3721
16	4250
16	4544
16	4729
16	4981
16	5121
16	5480
16	5553
16	5642
16	6510
16	6931
16	7169
16	7592
16	8119
16	8962
16	9290
16	9715
17	2677
17	3575
17	4249
17	5468
17	5739
17	6550
17	8622
19	271
19	612
19	1366
19	1781
19	2613
19	3352
19	4316
19	6396
19	6456
19	9216
19	9540
19	9550
21	439
21	3483
21	7036
23	483
23	1924
23	2772
23	6883
23	9127
24	281
24	418
24	605
24	611
24	613
24	680
24	736
24	1267
24	1416
24	1515
24	1539
24	1550
24	1551
24	1619
24	1698
24	1757
24	1829
24	1917
24	1959
24	2561
24	2630
24	2723
24	2829
24	2856
24	3013
24	3036
24	3044
24	3419
24	3424
24	3476
24	3503
24	3510
24	3672
24	3750
24	3957
24	4028
24	4049
24	4175
24	4189
24	4228
24	4337
24	4483
24	4624
24	4625
24	4637
24	4725
24	5013
24	5027
24	5066
24	5068
24	5069
24	5072
24	5329
24	5548
24	5627
24	5938
24	5942
24	5957
24	6051
24	6134
24	6146
24	6155
24	6302
24	6386
24	6428
24	6515
24	6521
24	6799
24	6801
24	6866
24	6932
24	6992
24	7031
24	7153
24	7197
24	7198
24	7290
24	7417
24	7477
24	7696
24	7797
24	7816
24	7903
24	8171
24	8322
24	8467
24	8543
24	8909
24	9115
24	9158
24	9486
24	9632
24	9645
24	9647
24	9755
24	9817
25	4800
27	6465
27	7284
27	7654
27	8753
28	3156
28	7286
29	322
29	1651
29	6210
29	6464
29	6817
29	7858
29	8303
29	8995
29	9425
30	114
30	145
30	437
30	1258
30	3488
30	3609
30	4071
30	4707
30	5008
30	5932
30	6082
30	7167
30	7844
30	7894
30	8608
30	8725
30	8938
30	9068
30	9292
30	9457
31	721
31	744
31	983
31	1485
31	1699
31	1972
31	3611
31	3742
31	4256
31	4266
31	4495
31	4927
31	5650
31	6223
31	6316
31	6337
31	6589
31	6813
31	7397
31	7893
31	8033
31	8310
31	8749
31	8992
31	9049
32	131
32	370
32	387
32	443
32	557
32	721
32	731
32	744
32	983
32	1485
32	1699
32	3140
32	3611
32	3742
32	4256
32	4495
32	4869
32	4927
32	4944
32	5199
32	5650
32	6023
32	6197
32	6316
32	6337
32	6589
32	6813
32	6889
32	7161
32	7893
32	8016
32	8070
32	8528
32	8723
32	8749
32	8752
32	9049
32	9527
32	9690
34	1829
34	7294
34	7954
34	8402
35	2278
35	3082
35	3195
35	3791
35	6576
35	6966
35	9044
36	2856
36	7842
37	1012
37	7721
38	1697
38	2420
38	2564
38	6726
38	6729
38	6786
38	8140
39	865
39	1654
39	5422
39	5564
39	6143
39	8563
43	423
43	457
43	725
43	1236
43	1442
43	1968
43	3003
43	3714
43	4000
43	4048
43	4238
43	5241
43	5841
43	6420
43	6453
43	6986
43	7626
43	7631
43	8055
43	8214
43	9267
43	9668
44	240
44	421
44	472
44	488
44	578
44	615
44	927
44	1444
44	1854
44	2254
44	2544
44	4049
44	6376
44	7037
44	7632
44	9266
44	9477
44	9667
45	1721
45	4053
45	7197
45	7198
48	201
48	1602
48	1928
48	2017
48	2565
48	2567
48	2880
48	3287
48	3319
48	3571
48	3934
48	4065
48	4117
48	4227
48	5215
48	6851
48	7037
48	7469
48	7704
48	7913
0	3436
0	1491
0	6151
0	5886
0	6912
0	2247
0	5661
0	3665
0	7175
0	900
0	5971
0	4954
0	6352
0	6131
0	2479
0	5538
0	1350
0	269
0	3135
0	5049
0	310
0	5098
0	4325
0	6837
0	5186
0	6104
0	6778
0	5321
0	2210
0	685
0	3260
0	6966
0	7271
0	2482
0	1105
0	5699
0	4290
0	3638
0	1589
0	2818
0	292
0	2672
0	3333
0	3374
0	600
0	2908
0	6186
0	2087
0	5277
0	1028
0	1010
0	1000
0	2347
0	1612
0	6822
0	1736
0	5390
0	5673
0	5970
0	6867
0	2967
0	4292
0	3741
0	2489
0	682
0	5031
0	1330
0	5258
0	4804
0	725
0	1092
0	4435
0	5036
0	2057
0	4218
0	5999
0	1132
0	1670
0	2954
0	1508
0	6717
0	3699
0	4723
0	5059
0	3182
0	4995
0	990
0	5988
0	402
0	1168
0	1283
0	3216
0	6559
0	5727
0	6708
0	1101
0	2684
0	3979
0	548
0	2804
0	1340
0	584
0	3578
0	2430
0	1667
0	5094
0	325
0	7214
0	4949
0	7219
0	1902
0	213
0	2524
0	1638
0	6478
0	2930
0	4691
0	1649
0	4696
0	880
0	1345
0	7335
0	3122
0	6937
0	4626
0	3352
0	2416
0	3686
0	5823
0	4258
0	1643
0	5406
0	5011
0	5778
0	4753
0	2096
0	6075
0	7338
0	4463
0	6439
0	818
0	3317
0	4503
0	853
0	7355
0	6281
0	6016
0	6594
0	4585
0	6363
0	1024
0	3929
0	6457
0	4729
0	5571
0	5703
0	5065
0	12
0	561
0	2461
0	7038
0	1479
0	617
0	4543
0	2617
0	3444
0	5931
0	6269
0	4031
0	1221
0	5
0	6165
0	5437
0	7253
0	5919
0	4410
0	22
0	38
0	4498
0	6388
0	1454
0	2314
0	5485
0	7115
0	4819
0	2088
0	1850
0	330
0	71
0	4412
0	1406
0	6510
0	5081
0	2764
0	1150
0	7348
0	1084
0	6066
0	4557
0	6086
0	7316
0	1637
0	4187
0	2606
0	3121
0	2554
0	2552
0	3421
0	391
0	6143
0	4785
0	2846
0	4852
0	2636
0	1858
0	6092
0	5368
0	3324
0	2401
0	6665
0	206
0	1371
0	3000
0	2134
0	2656
0	751
0	3951
0	2987
0	2145
0	843
0	3609
0	5316
0	1947
0	2658
0	6216
0	4217
0	1252
0	5270
0	6705
0	1881
0	4967
0	3982
0	3147
0	5046
0	2025
0	2900
0	3522
0	7077
0	155
0	2427
0	4841
0	5510
0	5307
0	5675
0	2058
0	384
0	1448
0	6511
0	2817
0	6700
0	322
0	1147
0	666
0	4035
0	2103
0	3242
0	3783
0	262
0	3332
0	6969
0	4186
0	3807
0	4509
0	797
0	5680
0	3747
0	4017
0	3630
0	3932
0	18
0	3875
0	892
0	1425
0	3545
0	6545
0	1873
0	392
0	2278
0	4722
0	7279
0	271
0	7013
0	3077
0	6163
0	6334
0	3924
0	7159
0	519
0	1836
0	3162
0	6549
0	4566
0	3048
0	5199
0	5150
0	1718
0	242
0	441
0	4011
0	3282
0	6192
0	4855
0	7334
0	6412
0	6318
0	3687
0	4780
0	2861
0	5107
0	5314
0	1681
0	1172
0	7018
0	1286
0	6744
0	3488
0	2364
0	7091
0	1376
0	1884
0	4665
0	2950
0	2694
0	3831
0	243
0	2680
0	4559
0	6331
0	4066
0	6756
0	3680
0	1563
0	6017
0	6442
0	7234
0	4667
0	2860
0	7000
0	7027
0	7152
0	6250
0	5125
0	4224
0	4938
0	4383
0	3792
0	2545
0	7201
0	4378
0	3955
0	5062
0	3133
0	264
0	2568
0	7194
0	2102
0	2270
0	6338
0	2282
0	2803
0	4139
0	2233
0	5676
0	5302
0	6425
0	5586
0	800
0	2840
0	1676
0	1773
0	5860
0	31
0	2140
0	4501
0	7357
0	5940
0	978
0	5460
0	6353
0	3283
0	1233
0	2047
0	4458
0	6170
0	7377
0	5004
0	5996
0	6538
0	3531
0	4338
0	1254
0	7109
0	7341
0	4077
0	4795
0	4602
0	2076
0	1800
0	4201
0	6506
0	6532
0	2200
0	4962
0	1336
0	6074
0	2331
0	4847
0	1065
0	6517
0	3563
0	7150
0	5734
0	3919
0	6291
0	2557
0	5180
0	5820
0	1076
0	6551
0	4064
0	856
0	1248
0	451
0	6129
0	5779
0	6884
0	4074
0	6147
0	2194
0	6188
0	470
0	7211
0	2699
0	7353
0	1501
0	6313
0	3305
0	4150
0	4944
0	1724
0	4915
0	3370
0	1124
0	7256
0	4628
0	5911
0	4681
0	545
0	3615
0	16
0	6032
0	504
0	4937
0	4390
0	266
0	301
0	564
0	1263
0	3256
0	6772
0	1209
0	1920
0	224
0	3761
0	3279
0	6858
0	6046
0	5612
0	2673
0	7367
0	6398
0	3016
0	1085
0	1249
0	7306
0	6698
0	4821
0	961
0	3423
0	3769
0	2948
0	1463
0	5898
0	6264
0	4030
0	4
0	1864
0	2392
0	5354
0	2478
0	1303
0	326
0	6649
0	5745
0	2152
0	3627
0	2201
0	5346
0	5807
0	5047
0	5616
0	100
0	954
0	1973
0	4484
0	924
0	5286
0	2886
0	2184
0	2464
0	7241
0	6861
0	4302
0	6088
0	5060
0	2793
0	4120
0	4480
0	94
0	7318
0	639
0	3265
0	3832
0	3478
0	2634
0	2115
0	1043
0	2777
0	1494
0	4742
0	5306
0	7433
0	5335
0	351
0	5028
0	3538
0	4513
0	3702
0	6152
0	489
0	6972
0	4413
0	6498
0	1565
0	1347
0	146
0	4182
0	3914
0	2091
0	2166
0	2669
0	7065
0	5890
0	2597
0	2137
0	2892
0	4515
0	1888
0	409
0	2821
0	3577
0	809
